model,model_name,sku,status,brand,category,article_number,article_name,ean,qty,price,size,color,name_en,short_desc_en,full_description_en,image
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLAN05,1,Back To Basics,,B2B-TS160SLAN05,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"62,4",XXL,anthracite,Ladies Stretch T-shirt Gina anthracite XXL,Ladies Stretch T-shirt Gina anthracite XXL,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_ANTHRACITE_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLAN06,1,Back To Basics,,B2B-TS160SLAN06,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"62,5",3XL,anthracite,Ladies Stretch T-shirt Gina anthracite 3XL,Ladies Stretch T-shirt Gina anthracite 3XL,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_ANTHRACITE_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLAN07,1,Back To Basics,,B2B-TS160SLAN07,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"62,6",4XL,anthracite,Ladies Stretch T-shirt Gina anthracite 4XL,Ladies Stretch T-shirt Gina anthracite 4XL,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_ANTHRACITE_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLAN08,1,Back To Basics,,B2B-TS160SLAN08,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"62,7",5XL,anthracite,Ladies Stretch T-shirt Gina anthracite 5XL,Ladies Stretch T-shirt Gina anthracite 5XL,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_ANTHRACITE_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLBL00,1,Back To Basics,,B2B-TS160SLBL00,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"62,8",XS,black,Ladies Stretch T-shirt Gina black XS,Ladies Stretch T-shirt Gina black XS,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_BLACK_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLBL01,1,Back To Basics,,B2B-TS160SLBL01,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"62,9",S,black,Ladies Stretch T-shirt Gina black S,Ladies Stretch T-shirt Gina black S,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_BLACK_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLBL02,1,Back To Basics,,B2B-TS160SLBL02,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,63,M,black,Ladies Stretch T-shirt Gina black M,Ladies Stretch T-shirt Gina black M,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_BLACK_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLBL03,1,Back To Basics,,B2B-TS160SLBL03,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"63,1",L,black,Ladies Stretch T-shirt Gina black L,Ladies Stretch T-shirt Gina black L,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_BLACK_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLBL04,1,Back To Basics,,B2B-TS160SLBL04,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"63,2",XL,black,Ladies Stretch T-shirt Gina black XL,Ladies Stretch T-shirt Gina black XL,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_BLACK_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLBL05,1,Back To Basics,,B2B-TS160SLBL05,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"63,3",XXL,black,Ladies Stretch T-shirt Gina black XXL,Ladies Stretch T-shirt Gina black XXL,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_BLACK_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLBL06,1,Back To Basics,,B2B-TS160SLBL06,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"63,4",3XL,black,Ladies Stretch T-shirt Gina black 3XL,Ladies Stretch T-shirt Gina black 3XL,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_BLACK_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLBL07,1,Back To Basics,,B2B-TS160SLBL07,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"63,5",4XL,black,Ladies Stretch T-shirt Gina black 4XL,Ladies Stretch T-shirt Gina black 4XL,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_BLACK_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLBL08,1,Back To Basics,,B2B-TS160SLBL08,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"63,6",5XL,black,Ladies Stretch T-shirt Gina black 5XL,Ladies Stretch T-shirt Gina black 5XL,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_BLACK_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLNA00,1,Back To Basics,,B2B-TS160SLNA00,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"63,7",XS,navy,Ladies Stretch T-shirt Gina navy XS,Ladies Stretch T-shirt Gina navy XS,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_NAVY_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLNA01,1,Back To Basics,,B2B-TS160SLNA01,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"63,8",S,navy,Ladies Stretch T-shirt Gina navy S,Ladies Stretch T-shirt Gina navy S,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_NAVY_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLNA02,1,Back To Basics,,B2B-TS160SLNA02,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"63,9",M,navy,Ladies Stretch T-shirt Gina navy M,Ladies Stretch T-shirt Gina navy M,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_NAVY_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLNA03,1,Back To Basics,,B2B-TS160SLNA03,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,64,L,navy,Ladies Stretch T-shirt Gina navy L,Ladies Stretch T-shirt Gina navy L,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_NAVY_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLNA04,1,Back To Basics,,B2B-TS160SLNA04,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"64,1",XL,navy,Ladies Stretch T-shirt Gina navy XL,Ladies Stretch T-shirt Gina navy XL,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_NAVY_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLNA05,1,Back To Basics,,B2B-TS160SLNA05,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"64,2",XXL,navy,Ladies Stretch T-shirt Gina navy XXL,Ladies Stretch T-shirt Gina navy XXL,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_NAVY_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLNA06,1,Back To Basics,,B2B-TS160SLNA06,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"64,3",3XL,navy,Ladies Stretch T-shirt Gina navy 3XL,Ladies Stretch T-shirt Gina navy 3XL,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_NAVY_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLNA07,1,Back To Basics,,B2B-TS160SLNA07,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"64,4",4XL,navy,Ladies Stretch T-shirt Gina navy 4XL,Ladies Stretch T-shirt Gina navy 4XL,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_NAVY_FRONT.JPG
B2B-TS160SL,B2B Ladies Stretch T-shirt Gina,B2B-TS160SLNA08,1,Back To Basics,,B2B-TS160SLNA08,B2B Ladies Stretch T-shirt Gina,"6,10E+12",1,"64,5",5XL,navy,Ladies Stretch T-shirt Gina navy 5XL,Ladies Stretch T-shirt Gina navy 5XL,"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_TS160SL_NAVY_FRONT.JPG
