model,model_name,sku,status,brand,category,article_number,article_name,ean,qty,price,size,color,name_en,short_desc_en,full_description_en,image
B2B-PS200,B2B Poloshirt Gabriel,B2B-PS200GR04,1,Back To Basics,,B2B-PS200GR04,B2B Poloshirt Gabriel,"6,10E+12",1,"34,2",XL,grey,Poloshirt Gabriel grey XL,Poloshirt Gabriel grey XL,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met nauwsluitende ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Nauwsluitende ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200_GREY_FRONT.JPG
B2B-PS200,B2B Poloshirt Gabriel,B2B-PS200GR05,1,Back To Basics,,B2B-PS200GR05,B2B Poloshirt Gabriel,"6,10E+12",1,"34,3",XXL,grey,Poloshirt Gabriel grey XXL,Poloshirt Gabriel grey XXL,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met nauwsluitende ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Nauwsluitende ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200_GREY_FRONT.JPG
B2B-PS200,B2B Poloshirt Gabriel,B2B-PS200GR06,1,Back To Basics,,B2B-PS200GR06,B2B Poloshirt Gabriel,"6,10E+12",1,"34,4",3XL,grey,Poloshirt Gabriel grey 3XL,Poloshirt Gabriel grey 3XL,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met nauwsluitende ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Nauwsluitende ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200_GREY_FRONT.JPG
B2B-PS200,B2B Poloshirt Gabriel,B2B-PS200GR07,1,Back To Basics,,B2B-PS200GR07,B2B Poloshirt Gabriel,"6,10E+12",1,"34,5",4XL,grey,Poloshirt Gabriel grey 4XL,Poloshirt Gabriel grey 4XL,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met nauwsluitende ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Nauwsluitende ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200_GREY_FRONT.JPG
B2B-PS200,B2B Poloshirt Gabriel,B2B-PS200GR08,1,Back To Basics,,B2B-PS200GR08,B2B Poloshirt Gabriel,"6,10E+12",1,"34,6",5XL,grey,Poloshirt Gabriel grey 5XL,Poloshirt Gabriel grey 5XL,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met nauwsluitende ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Nauwsluitende ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200_GREY_FRONT.JPG
B2B-PS200,B2B Poloshirt Gabriel,B2B-PS200GR09,1,Back To Basics,,B2B-PS200GR09,B2B Poloshirt Gabriel,"6,10E+12",1,"34,7",6XL,grey,Poloshirt Gabriel grey 6XL,Poloshirt Gabriel grey 6XL,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met nauwsluitende ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Nauwsluitende ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200_GREY_FRONT.JPG
B2B-PS200,B2B Poloshirt Gabriel,B2B-PS200GR10,1,Back To Basics,,B2B-PS200GR10,B2B Poloshirt Gabriel,"6,10E+12",1,"34,8",7XL,grey,Poloshirt Gabriel grey 7XL,Poloshirt Gabriel grey 7XL,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met nauwsluitende ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Nauwsluitende ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200_GREY_FRONT.JPG
B2B-PS200L,B2B Ladies Poloshirt Jessie,B2B-PS200LAN00,1,Back To Basics,,B2B-PS200LAN00,B2B Ladies Poloshirt Jessie,"6,10E+12",1,"34,9",XS,anthracite,Ladies Poloshirt Jessie anthracite XS,Ladies Poloshirt Jessie anthracite XS,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 4-Knoops kraag, ton-sur-ton knopen.<br/>- Ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200L_ANTHRACITE_FRONT.JPG
B2B-PS200L,B2B Ladies Poloshirt Jessie,B2B-PS200LAN01,1,Back To Basics,,B2B-PS200LAN01,B2B Ladies Poloshirt Jessie,"6,10E+12",1,35,S,anthracite,Ladies Poloshirt Jessie anthracite S,Ladies Poloshirt Jessie anthracite S,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 4-Knoops kraag, ton-sur-ton knopen.<br/>- Ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200L_ANTHRACITE_FRONT.JPG
B2B-PS200L,B2B Ladies Poloshirt Jessie,B2B-PS200LAN02,1,Back To Basics,,B2B-PS200LAN02,B2B Ladies Poloshirt Jessie,"6,10E+12",1,"35,1",M,anthracite,Ladies Poloshirt Jessie anthracite M,Ladies Poloshirt Jessie anthracite M,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 4-Knoops kraag, ton-sur-ton knopen.<br/>- Ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200L_ANTHRACITE_FRONT.JPG
B2B-PS200L,B2B Ladies Poloshirt Jessie,B2B-PS200LAN03,1,Back To Basics,,B2B-PS200LAN03,B2B Ladies Poloshirt Jessie,"6,10E+12",1,"35,2",L,anthracite,Ladies Poloshirt Jessie anthracite L,Ladies Poloshirt Jessie anthracite L,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 4-Knoops kraag, ton-sur-ton knopen.<br/>- Ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200L_ANTHRACITE_FRONT.JPG
B2B-PS200L,B2B Ladies Poloshirt Jessie,B2B-PS200LAN04,1,Back To Basics,,B2B-PS200LAN04,B2B Ladies Poloshirt Jessie,"6,10E+12",1,"35,3",XL,anthracite,Ladies Poloshirt Jessie anthracite XL,Ladies Poloshirt Jessie anthracite XL,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 4-Knoops kraag, ton-sur-ton knopen.<br/>- Ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200L_ANTHRACITE_FRONT.JPG
B2B-PS200L,B2B Ladies Poloshirt Jessie,B2B-PS200LAN05,1,Back To Basics,,B2B-PS200LAN05,B2B Ladies Poloshirt Jessie,"6,10E+12",1,"35,4",XXL,anthracite,Ladies Poloshirt Jessie anthracite XXL,Ladies Poloshirt Jessie anthracite XXL,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 4-Knoops kraag, ton-sur-ton knopen.<br/>- Ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200L_ANTHRACITE_FRONT.JPG
B2B-PS200L,B2B Ladies Poloshirt Jessie,B2B-PS200LAN06,1,Back To Basics,,B2B-PS200LAN06,B2B Ladies Poloshirt Jessie,"6,10E+12",1,"35,5",3XL,anthracite,Ladies Poloshirt Jessie anthracite 3XL,Ladies Poloshirt Jessie anthracite 3XL,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 4-Knoops kraag, ton-sur-ton knopen.<br/>- Ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200L_ANTHRACITE_FRONT.JPG
B2B-PS200L,B2B Ladies Poloshirt Jessie,B2B-PS200LAN07,1,Back To Basics,,B2B-PS200LAN07,B2B Ladies Poloshirt Jessie,"6,10E+12",1,"35,6",4XL,anthracite,Ladies Poloshirt Jessie anthracite 4XL,Ladies Poloshirt Jessie anthracite 4XL,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 4-Knoops kraag, ton-sur-ton knopen.<br/>- Ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200L_ANTHRACITE_FRONT.JPG
B2B-PS200L,B2B Ladies Poloshirt Jessie,B2B-PS200LAN08,1,Back To Basics,,B2B-PS200LAN08,B2B Ladies Poloshirt Jessie,"6,10E+12",1,"35,7",5XL,anthracite,Ladies Poloshirt Jessie anthracite 5XL,Ladies Poloshirt Jessie anthracite 5XL,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 4-Knoops kraag, ton-sur-ton knopen.<br/>- Ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200L_ANTHRACITE_FRONT.JPG
B2B-PS200L,B2B Ladies Poloshirt Jessie,B2B-PS200LBL00,1,Back To Basics,,B2B-PS200LBL00,B2B Ladies Poloshirt Jessie,"6,10E+12",1,"35,8",XS,black,Ladies Poloshirt Jessie black XS,Ladies Poloshirt Jessie black XS,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 4-Knoops kraag, ton-sur-ton knopen.<br/>- Ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200L_BLACK_FRONT.JPG
B2B-PS200L,B2B Ladies Poloshirt Jessie,B2B-PS200LBL01,1,Back To Basics,,B2B-PS200LBL01,B2B Ladies Poloshirt Jessie,"6,10E+12",1,"35,9",S,black,Ladies Poloshirt Jessie black S,Ladies Poloshirt Jessie black S,"Dit poloshirt is gemaakt van 50% katoen en 50% gerecycled polyester voor een comfortabele en duurzame keuze. Met ribboorden bij de mouwen en zijsplitten biedt het zowel stijl als bewegingsvrijheid. Perfect voor elke gelegenheid.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden, zijsplitten. Ribkraag.<br/>- 4-Knoops kraag, ton-sur-ton knopen.<br/>- Ribboorden op de mouwen. Halve maan in de nek.<br/>- Duurzaam 200-grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_PS200L_BLACK_FRONT.JPG
