model;model_name;sku;status;brand;category;article_number;article_name;material;ean;safety_standard;qty;buying_price;price;size;color;name_en;short_desc_en;full_description_en;image;model_image
W-201-B2B-BRNSW;"B2B Basic Round neck sweater Tommy";B2B-BRNSWNA08;1;"Back To Basics";"test category";B2B-BRNSWNA08;"B2B Basic Round neck sweater Tommy navy 5XL";"50% cotton, 50% polyester";6,10E+12;"ISO 15797";1;5.00;8.00;5XL;navy;"Basic round neck sweater Tommy navy 5XL";"Basic round neck sweater Tommy navy 5XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm. Ideaal voor zowel alledaagse activiteiten, als relatiegeschenk of als werkkleding.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden. Ribkraag.<br/>- Duurzame 260-grams ronde hals sweater, vervaardigd uit 50% katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promotie- werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_BRNSW_NAVY_FRONT.JPG;https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG
W-201-B2B-BRNSW;"B2B Basic Round neck sweater Tommy";B2B-BRNSWNA09;1;"Back To Basics";"test category";B2B-BRNSWNA09;"B2B Basic Round neck sweater Tommy navy 6XL";"50% cotton, 50% polyester";6,10E+12;"ISO 15797";1;5.00;8.00;6XL;navy;"Basic round neck sweater Tommy navy 6XL";"Basic round neck sweater Tommy navy 6XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm. Ideaal voor zowel alledaagse activiteiten, als relatiegeschenk of als werkkleding.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden. Ribkraag.<br/>- Duurzame 260-grams ronde hals sweater, vervaardigd uit 50% katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promotie- werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_BRNSW_NAVY_FRONT.JPG;https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG
W-201-B2B-BRNSW;"B2B Basic Round neck sweater Tommy";B2B-BRNSWNA10;1;"Back To Basics";"test category";B2B-BRNSWNA10;"B2B Basic Round neck sweater Tommy navy 7XL";"50% cotton, 50% polyester";6,10E+12;"ISO 15797";1;5.00;8.00;7XL;navy;"Basic round neck sweater Tommy navy 7XL";"Basic round neck sweater Tommy navy 7XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm. Ideaal voor zowel alledaagse activiteiten, als relatiegeschenk of als werkkleding.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden. Ribkraag.<br/>- Duurzame 260-grams ronde hals sweater, vervaardigd uit 50% katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promotie- werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_BRNSW_NAVY_FRONT.JPG;https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG
W-201-B2B-HBSW;"B2B Hooded band sweater Oliver";B2B-HBSWAN00;1;"Back To Basics";"test category";B2B-HBSWAN00;"B2B Hooded band sweater Oliver anthracite XS";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;5.00;8.00;XS;anthracite;"Hooded band sweater Oliver anthracite XS";"Hooded band sweater Oliver anthracite XS";"Deze hooded sweater biedt zowel comfort als stijl. Hij is voorzien van metalen eyelets, stevige metalen uiteinden aan de trekkoorden, en een gevoerde capuchon voor extra warmte. Deze robuuste en moderne sweater is perfect voor dagelijks gebruik en werkgerelateerde activiteiten.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- Gevoerde capuchon, koordjes afgewerkt met tubes.<br/>- Kangoeroezak op de voorzijde, V-stiksel op de borst.<br/>- Duurzame 280-grams hoodie, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_HBSW_ANTHRACITE_FRONT.JPG;https://tghimages.nl/B2B_HBSW_BLACK_FRONT.JPG
W-201-B2B-HBSW;"B2B Hooded band sweater Oliver";B2B-HBSWAN01;1;"Back To Basics";"test category";B2B-HBSWAN01;"B2B Hooded band sweater Oliver anthracite S";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;5.00;8.00;S;anthracite;"Hooded band sweater Oliver anthracite S";"Hooded band sweater Oliver anthracite S";"Deze hooded sweater biedt zowel comfort als stijl. Hij is voorzien van metalen eyelets, stevige metalen uiteinden aan de trekkoorden, en een gevoerde capuchon voor extra warmte. Deze robuuste en moderne sweater is perfect voor dagelijks gebruik en werkgerelateerde activiteiten.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- Gevoerde capuchon, koordjes afgewerkt met tubes.<br/>- Kangoeroezak op de voorzijde, V-stiksel op de borst.<br/>- Duurzame 280-grams hoodie, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_HBSW_ANTHRACITE_FRONT.JPG;https://tghimages.nl/B2B_HBSW_BLACK_FRONT.JPG
W-201-B2B-HBSW;"B2B Hooded band sweater Oliver";B2B-HBSWAN02;1;"Back To Basics";"test category";B2B-HBSWAN02;"B2B Hooded band sweater Oliver anthracite M";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;5.00;8.00;M;anthracite;"Hooded band sweater Oliver anthracite M";"Hooded band sweater Oliver anthracite M";"Deze hooded sweater biedt zowel comfort als stijl. Hij is voorzien van metalen eyelets, stevige metalen uiteinden aan de trekkoorden, en een gevoerde capuchon voor extra warmte. Deze robuuste en moderne sweater is perfect voor dagelijks gebruik en werkgerelateerde activiteiten.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- Gevoerde capuchon, koordjes afgewerkt met tubes.<br/>- Kangoeroezak op de voorzijde, V-stiksel op de borst.<br/>- Duurzame 280-grams hoodie, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_HBSW_ANTHRACITE_FRONT.JPG;https://tghimages.nl/B2B_HBSW_BLACK_FRONT.JPG
W-201-B2B-HBSW;"B2B Hooded band sweater Oliver";B2B-HBSWAN03;1;"Back To Basics";"test category";B2B-HBSWAN03;"B2B Hooded band sweater Oliver anthracite L";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;5.00;8.00;L;anthracite;"Hooded band sweater Oliver anthracite L";"Hooded band sweater Oliver anthracite L";"Deze hooded sweater biedt zowel comfort als stijl. Hij is voorzien van metalen eyelets, stevige metalen uiteinden aan de trekkoorden, en een gevoerde capuchon voor extra warmte. Deze robuuste en moderne sweater is perfect voor dagelijks gebruik en werkgerelateerde activiteiten.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- Gevoerde capuchon, koordjes afgewerkt met tubes.<br/>- Kangoeroezak op de voorzijde, V-stiksel op de borst.<br/>- Duurzame 280-grams hoodie, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_HBSW_ANTHRACITE_FRONT.JPG;https://tghimages.nl/B2B_HBSW_BLACK_FRONT.JPG
W-201-B2B-HBSW;"B2B Hooded band sweater Oliver";B2B-HBSWAN04;1;"Back To Basics";"test category";B2B-HBSWAN04;"B2B Hooded band sweater Oliver anthracite XL";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;5.00;9.00;XL;anthracite;"Hooded band sweater Oliver anthracite XL";"Hooded band sweater Oliver anthracite XL";"Deze hooded sweater biedt zowel comfort als stijl. Hij is voorzien van metalen eyelets, stevige metalen uiteinden aan de trekkoorden, en een gevoerde capuchon voor extra warmte. Deze robuuste en moderne sweater is perfect voor dagelijks gebruik en werkgerelateerde activiteiten.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- Gevoerde capuchon, koordjes afgewerkt met tubes.<br/>- Kangoeroezak op de voorzijde, V-stiksel op de borst.<br/>- Duurzame 280-grams hoodie, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_HBSW_ANTHRACITE_FRONT.JPG;https://tghimages.nl/B2B_HBSW_BLACK_FRONT.JPG
W-201-B2B-HBSW;"B2B Hooded band sweater Oliver";B2B-HBSWAN05;1;"Back To Basics";"test category";B2B-HBSWAN05;"B2B Hooded band sweater Oliver anthracite XXL";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;5.00;9.00;XXL;anthracite;"Hooded band sweater Oliver anthracite XXL";"Hooded band sweater Oliver anthracite XXL";"Deze hooded sweater biedt zowel comfort als stijl. Hij is voorzien van metalen eyelets, stevige metalen uiteinden aan de trekkoorden, en een gevoerde capuchon voor extra warmte. Deze robuuste en moderne sweater is perfect voor dagelijks gebruik en werkgerelateerde activiteiten.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- Gevoerde capuchon, koordjes afgewerkt met tubes.<br/>- Kangoeroezak op de voorzijde, V-stiksel op de borst.<br/>- Duurzame 280-grams hoodie, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_HBSW_ANTHRACITE_FRONT.JPG;https://tghimages.nl/B2B_HBSW_BLACK_FRONT.JPG
W-201-B2B-HBSW;"B2B Hooded band sweater Oliver";B2B-HBSWAN06;1;"Back To Basics";"test category";B2B-HBSWAN06;"B2B Hooded band sweater Oliver anthracite 3XL";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;5.00;9.00;3XL;anthracite;"Hooded band sweater Oliver anthracite 3XL";"Hooded band sweater Oliver anthracite 3XL";"Deze hooded sweater biedt zowel comfort als stijl. Hij is voorzien van metalen eyelets, stevige metalen uiteinden aan de trekkoorden, en een gevoerde capuchon voor extra warmte. Deze robuuste en moderne sweater is perfect voor dagelijks gebruik en werkgerelateerde activiteiten.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- Gevoerde capuchon, koordjes afgewerkt met tubes.<br/>- Kangoeroezak op de voorzijde, V-stiksel op de borst.<br/>- Duurzame 280-grams hoodie, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_HBSW_ANTHRACITE_FRONT.JPG;https://tghimages.nl/B2B_HBSW_BLACK_FRONT.JPG
W-201-B2B-HBSW;"B2B Hooded band sweater Oliver";B2B-HBSWAN07;1;"Back To Basics";"test category";B2B-HBSWAN07;"B2B Hooded band sweater Oliver anthracite 4XL";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;6.00;9.00;4XL;anthracite;"Hooded band sweater Oliver anthracite 4XL";"Hooded band sweater Oliver anthracite 4XL";"Deze hooded sweater biedt zowel comfort als stijl. Hij is voorzien van metalen eyelets, stevige metalen uiteinden aan de trekkoorden, en een gevoerde capuchon voor extra warmte. Deze robuuste en moderne sweater is perfect voor dagelijks gebruik en werkgerelateerde activiteiten.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- Gevoerde capuchon, koordjes afgewerkt met tubes.<br/>- Kangoeroezak op de voorzijde, V-stiksel op de borst.<br/>- Duurzame 280-grams hoodie, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_HBSW_ANTHRACITE_FRONT.JPG;https://tghimages.nl/B2B_HBSW_BLACK_FRONT.JPG
W-201-B2B-HBSW;"B2B Hooded band sweater Oliver";B2B-HBSWAN08;1;"Back To Basics";"test category";B2B-HBSWAN08;"B2B Hooded band sweater Oliver anthracite 5XL";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;6.00;9.00;5XL;anthracite;"Hooded band sweater Oliver anthracite 5XL";"Hooded band sweater Oliver anthracite 5XL";"Deze hooded sweater biedt zowel comfort als stijl. Hij is voorzien van metalen eyelets, stevige metalen uiteinden aan de trekkoorden, en een gevoerde capuchon voor extra warmte. Deze robuuste en moderne sweater is perfect voor dagelijks gebruik en werkgerelateerde activiteiten.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- Gevoerde capuchon, koordjes afgewerkt met tubes.<br/>- Kangoeroezak op de voorzijde, V-stiksel op de borst.<br/>- Duurzame 280-grams hoodie, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_HBSW_ANTHRACITE_FRONT.JPG;https://tghimages.nl/B2B_HBSW_BLACK_FRONT.JPG
W-201-B2B-HBSW;"B2B Hooded band sweater Oliver";B2B-HBSWAN09;1;"Back To Basics";"test category";B2B-HBSWAN09;"B2B Hooded band sweater Oliver anthracite 6XL";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;6.00;9.00;6XL;anthracite;"Hooded band sweater Oliver anthracite 6XL";"Hooded band sweater Oliver anthracite 6XL";"Deze hooded sweater biedt zowel comfort als stijl. Hij is voorzien van metalen eyelets, stevige metalen uiteinden aan de trekkoorden, en een gevoerde capuchon voor extra warmte. Deze robuuste en moderne sweater is perfect voor dagelijks gebruik en werkgerelateerde activiteiten.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- Gevoerde capuchon, koordjes afgewerkt met tubes.<br/>- Kangoeroezak op de voorzijde, V-stiksel op de borst.<br/>- Duurzame 280-grams hoodie, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_HBSW_ANTHRACITE_FRONT.JPG;https://tghimages.nl/B2B_HBSW_BLACK_FRONT.JPG
W-201-B2B-HBSW;"B2B Hooded band sweater Oliver";B2B-HBSWAN10;1;"Back To Basics";"test category";B2B-HBSWAN10;"B2B Hooded band sweater Oliver anthracite 7XL";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;6.00;9.00;7XL;anthracite;"Hooded band sweater Oliver anthracite 7XL";"Hooded band sweater Oliver anthracite 7XL";"Deze hooded sweater biedt zowel comfort als stijl. Hij is voorzien van metalen eyelets, stevige metalen uiteinden aan de trekkoorden, en een gevoerde capuchon voor extra warmte. Deze robuuste en moderne sweater is perfect voor dagelijks gebruik en werkgerelateerde activiteiten.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- Gevoerde capuchon, koordjes afgewerkt met tubes.<br/>- Kangoeroezak op de voorzijde, V-stiksel op de borst.<br/>- Duurzame 280-grams hoodie, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_HBSW_ANTHRACITE_FRONT.JPG;https://tghimages.nl/B2B_HBSW_BLACK_FRONT.JPG
W-201-B2B-HBSW;"B2B Hooded band sweater Oliver";B2B-HBSWBL00;1;"Back To Basics";"test category";B2B-HBSWBL00;"B2B Hooded band sweater Oliver black XS";"70% cotton, 30% recycled polyester";6,10E+12;"ISO 15797";1;6.00;9.00;XS;black;"Hooded band sweater Oliver black XS";"Hooded band sweater Oliver black XS";"Deze hooded sweater biedt zowel comfort als stijl. Hij is voorzien van metalen eyelets, stevige metalen uiteinden aan de trekkoorden, en een gevoerde capuchon voor extra warmte. Deze robuuste en moderne sweater is perfect voor dagelijks gebruik en werkgerelateerde activiteiten.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden.<br/>- Gevoerde capuchon, koordjes afgewerkt met tubes.<br/>- Kangoeroezak op de voorzijde, V-stiksel op de borst.<br/>- Duurzame 280-grams hoodie, vervaardigd uit 70% voorgekrompen katoen en 30% gerecycled polyester. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_HBSW_BLACK_FRONT.JPG;https://tghimages.nl/B2B_HBSW_BLACK_FRONT.JPG
